id,english,dwarf,elf,goblin,human,disambig,pos,noun,verb
6132,celebrated,fazís,yipi,axngu,shanum,,verb,,past participle
6133,celebrating,fazís,yipi,axngu,shanum,,verb,,present participle
6134,confidence,thikén,emepe,susus,izem,,noun,singular,
6135,confident,thikén,emepe,susus,izem,,adjective,,
6136,deference,ûlmush,èci,spongku,arod,,noun,singular,
6137,deferent,ûlmush,èci,spongku,arod,,adjective,,
6138,deity,mishar,ricafa,alsmust,ahang,,noun,singular,
6139,deities,mishar,ricafa,alsmust,ahang,,noun,plural,
6140,distinction,tastrod,leneli,snosm,thili,,noun,singular,
6141,distinctions,tastrod,leneli,snosm,thili,,noun,plural,
6142,distinct,tastrod,leneli,snosm,thili,,adjective,,
6143,distinguish,tastrod,leneli,snosm,thili,,verb,,present 1st person
6144,distinguishes,tastrod,leneli,snosm,thili,,verb,,present 3rd person
6145,distinguished,tastrod,leneli,snosm,thili,,verb,,preterite
6146,distinguished,tastrod,leneli,snosm,thili,,verb,,past participle
6147,distinguishing,tastrod,leneli,snosm,thili,,verb,,present participle
6148,elevation,todör,madi,snûsnad,geral,,noun,singular,
6149,elevated,todör,madi,snûsnad,geral,,adjective,,
6150,elevate,todör,madi,snûsnad,geral,,verb,,present 1st person
6151,elevates,todör,madi,snûsnad,geral,,verb,,present 3rd person
6152,elevated,todör,madi,snûsnad,geral,,verb,,preterite
6153,elevated,todör,madi,snûsnad,geral,,verb,,past participle
6154,elevating,todör,madi,snûsnad,geral,,verb,,present participle
6155,esteem,ostath,ayi,usêk,anlar,,noun,singular,
6156,esteemed,ostath,ayi,usêk,anlar,,adjective,,
6157,esteem,ostath,ayi,usêk,anlar,,verb,,present 1st person
6158,esteems,ostath,ayi,usêk,anlar,,verb,,present 3rd person
6159,esteemed,ostath,ayi,usêk,anlar,,verb,,preterite
6160,esteemed,ostath,ayi,usêk,anlar,,verb,,past participle
6161,esteeming,ostath,ayi,usêk,anlar,,verb,,present participle
6162,exaltation,thasdoth,ÿiwere,ozok,zoka,,noun,singular,
6163,exalted,thasdoth,ÿiwere,ozok,zoka,,adjective,,
6164,exalt,thasdoth,ÿiwere,ozok,zoka,,verb,,present 1st person
6165,exalts,thasdoth,ÿiwere,ozok,zoka,,verb,,present 3rd person
6166,exalted,thasdoth,ÿiwere,ozok,zoka,,verb,,preterite
6167,exalted,thasdoth,ÿiwere,ozok,zoka,,verb,,past participle
6168,exalting,thasdoth,ÿiwere,ozok,zoka,,verb,,present participle
6169,fame,belal,icite,sluslu,rogon,,noun,singular,
6170,famous,belal,icite,sluslu,rogon,,adjective,,
6171,fealty,ston,felefa,stang,mathras,,noun,singular,
6172,fealties,ston,felefa,stang,mathras,,noun,plural,
6173,homage,ríbar,bilire,osmung,upnal,,noun,singular,
6174,homages,ríbar,bilire,osmung,upnal,,noun,plural,
6175,mortal,tunom,metha,aspdo,álat,,noun,singular,
6176,mortals,tunom,metha,aspdo,álat,,noun,plural,
6177,mortal,tunom,metha,aspdo,álat,,adjective,,
6178,immortal,kudar,moní,ostsnot,athri,,noun,singular,
6179,immortals,kudar,moní,ostsnot,athri,,noun,plural,
6180,immortal,kudar,moní,ostsnot,athri,,adjective,,
6181,lauded,gébar,fémava,osla,ilo,,adjective,,
6182,laud,gébar,fémava,osla,ilo,,verb,,present 1st person
6183,lauds,gébar,fémava,osla,ilo,,verb,,present 3rd person
6184,lauded,gébar,fémava,osla,ilo,,verb,,preterite
6185,lauded,gébar,fémava,osla,ilo,,verb,,past participle
6186,lauding,gébar,fémava,osla,ilo,,verb,,present participle
6187,obeisance,nothok,linifa,ulbun,degnu,,noun,singular,
6188,obeisant,nothok,linifa,ulbun,degnu,,adjective,,
6189,praise,libad,rafici,xôslo,on,,noun,singular,
6190,praises,libad,rafici,xôslo,on,,noun,plural,
6191,praised,libad,rafici,xôslo,on,,adjective,,
6192,praise,libad,rafici,xôslo,on,,verb,,present 1st person
6193,praises,libad,rafici,xôslo,on,,verb,,present 3rd person
6194,praised,libad,rafici,xôslo,on,,verb,,preterite
6195,praised,libad,rafici,xôslo,on,,verb,,past participle
6196,praising,libad,rafici,xôslo,on,,verb,,present participle
6197,prestige,gemur,itheÿi,tata,piral,,noun,singular,
6198,prestigious,gemur,itheÿi,tata,piral,,adjective,,
6199,renown,elbel,fepiri,oxâsp,pessal,,noun,singular,
6200,renowned,elbel,fepiri,oxâsp,pessal,,adjective,,
6201,reputation,ennol,casowi,sluk,thinir,,noun,singular,
6202,reputations,ennol,casowi,sluk,thinir,,noun,plural,
6203,reputed,ennol,casowi,sluk,thinir,,adjective,,
6204,repute,ennol,casowi,sluk,thinir,,verb,,present 1st person
6205,reputes,ennol,casowi,sluk,thinir,,verb,,present 3rd person
6206,reputed,ennol,casowi,sluk,thinir,,verb,,preterite
6207,reputed,ennol,casowi,sluk,thinir,,verb,,past participle
6208,reputing,ennol,casowi,sluk,thinir,,verb,,present participle
6209,tribute,amnek,fivo,erxut,bendi,,noun,singular,
6210,tributes,amnek,fivo,erxut,bendi,,noun,plural,
6211,worship,soloz,cili,örä,isman,,noun,singular,
6212,worshipful,soloz,cili,örä,isman,,adjective,,
6213,worship,soloz,cili,örä,isman,,verb,,present 1st person
6214,worships,soloz,cili,örä,isman,,verb,,present 3rd person
6215,worshipped,soloz,cili,örä,isman,,verb,,preterite
6216,worshipped,soloz,cili,örä,isman,,verb,,past participle
6217,worshipping,soloz,cili,örä,isman,,verb,,present participle
6218,chastity,musöd,uni,zole,laro,,noun,singular,
6219,chaste,musöd,uni,zole,laro,,adjective,,
6220,courage,samam,ífatha,stobsa,sol,,noun,singular,
6221,courageous,samam,ífatha,stobsa,sol,,adjective,,
6222,decency,ethad,ceci,usna,risas,,noun,singular,
6223,decent,ethad,ceci,usna,risas,,adjective,,
6224,good,eshon,ethana,zos,are,,noun,singular,
6225,good,eshon,ethana,zos,are,,adjective,,
6226,innocence,etóm,theta,måsp,astan,,noun,singular,
6227,innocent,etóm,theta,måsp,astan,,adjective,,
6228,modesty,èrnam,themu,maspxen,orda,,noun,singular,
6229,modest,èrnam,themu,maspxen,orda,,adjective,,
6230,principle,kethil,olesi,odsnusp,bal,,noun,singular,
6231,principles,kethil,olesi,odsnusp,bal,,noun,plural,
6232,purity,enam,elufi,rotsmam,kemsa,,noun,singular,
6233,pure,enam,elufi,rotsmam,kemsa,,adjective,,
6234,purify,enam,elufi,rotsmam,kemsa,,verb,,present 1st person
6235,purifies,enam,elufi,rotsmam,kemsa,,verb,,present 3rd person
6236,purified,enam,elufi,rotsmam,kemsa,,verb,,preterite
6237,purified,enam,elufi,rotsmam,kemsa,,verb,,past participle
6238,purifying,enam,elufi,rotsmam,kemsa,,verb,,present participle
6239,righteousness,inush,aliwe,osmob,lihost,,noun,singular,
6240,truth,atol,rena,ustrul,cusal,,noun,singular,
6241,truths,atol,rena,ustrul,cusal,,noun,plural,
6242,TRUE,atol,rena,ustrul,cusal,,adjective,,
6243,truthful,ösir,èÿida,ospsos,ada,,adjective,,
6244,virgin,vathez,elica,zustun,cisli,,noun,singular,
6245,virgins,vathez,elica,zustun,cisli,,noun,plural,
6246,virginal,vathez,elica,zustun,cisli,,adjective,,
6247,virginity,furàt,rireni,nangaz,esmmi,,noun,singular,
6248,hold,kegeth,eÿa,oxstrar,fel,,noun,singular,
6249,holds,kegeth,eÿa,oxstrar,fel,,noun,plural,
6250,held,kegeth,eÿa,oxstrar,fel,,adjective,,
6251,hold,kegeth,eÿa,oxstrar,fel,,verb,,present 1st person
6252,holds,kegeth,eÿa,oxstrar,fel,,verb,,present 3rd person
6253,held,kegeth,eÿa,oxstrar,fel,,verb,,preterite
6254,held,kegeth,eÿa,oxstrar,fel,,verb,,past participle
6255,holding,kegeth,eÿa,oxstrar,fel,,verb,,present participle
6256,scalded,cudïst,ethera,dusmud,ronik,,adjective,,
6257,scald,cudïst,ethera,dusmud,ronik,,verb,,present 1st person
6258,scalds,cudïst,ethera,dusmud,ronik,,verb,,present 3rd person
6259,scalded,cudïst,ethera,dusmud,ronik,,verb,,preterite
6260,scalded,cudïst,ethera,dusmud,ronik,,verb,,past participle
6261,scalding,cudïst,ethera,dusmud,ronik,,verb,,present participle
6262,scale,laz,etéwe,ûd,thalo,,verb,,present 1st person
6263,scales,laz,etéwe,ûd,thalo,,verb,,present 3rd person
6264,scaled,laz,etéwe,ûd,thalo,,verb,,preterite
6265,scaled,laz,etéwe,ûd,thalo,,verb,,past participle
6266,scaling,laz,etéwe,ûd,thalo,,verb,,present participle
6267,scale,kåtâk,mafi,reng,thep,,noun,singular,
6268,scales,kåtâk,mafi,reng,thep,,noun,plural,
6269,scaly,kåtâk,mafi,reng,thep,,adjective,,
6270,clan,thedak,polefù,osnog,gabat,,noun,singular,
6271,clans,thedak,polefù,osnog,gabat,,noun,plural,
6272,labyrinth,lumnum,wíthona,langul,nethrez,,noun,singular,
6273,labyrinths,lumnum,wíthona,langul,nethrez,,noun,plural,
6274,labyrinthine,lumnum,wíthona,langul,nethrez,,adjective,,
6275,maze,ôsed,aco,kure,espir,,noun,singular,
6276,mazes,ôsed,aco,kure,espir,,noun,plural,
6277,web,orshar,ilu,ngostong,mete,,noun,singular,
6278,webs,orshar,ilu,ngostong,mete,,noun,plural,
6279,web,orshar,ilu,ngostong,mete,,verb,,present 1st person
6280,webs,orshar,ilu,ngostong,mete,,verb,,present 3rd person
6281,webbed,orshar,ilu,ngostong,mete,,verb,,preterite
6282,webbed,orshar,ilu,ngostong,mete,,verb,,past participle
6283,webbing,orshar,ilu,ngostong,mete,,verb,,present participle
6284,crowd,thad,deca,okmo,gospo,,noun,singular,
6285,crowds,thad,deca,okmo,gospo,,noun,plural,
6286,crowded,thad,deca,okmo,gospo,,adjective,,
6287,crowd,thad,deca,okmo,gospo,,verb,,present 1st person
6288,crowds,thad,deca,okmo,gospo,,verb,,present 3rd person
6289,crowded,thad,deca,okmo,gospo,,verb,,preterite
6290,crowded,thad,deca,okmo,gospo,,verb,,past participle
6291,crowding,thad,deca,okmo,gospo,,verb,,present participle
6292,family,shan,larami,aslöx,abla,,noun,singular,
6293,families,shan,larami,aslöx,abla,,noun,plural,
6294,familial,shan,larami,aslöx,abla,,adjective,,
6295,kin,ellest,pima,orax,sisha,,noun,singular,
6296,mob,odgúb,efiva,nerom,shasttol,,noun,singular,
6297,mobs,odgúb,efiva,nerom,shasttol,,noun,plural,
6298,mob,odgúb,efiva,nerom,shasttol,,verb,,present 1st person
6299,mobs,odgúb,efiva,nerom,shasttol,,verb,,present 3rd person
6300,mobbed,odgúb,efiva,nerom,shasttol,,verb,,preterite
6301,mobbed,odgúb,efiva,nerom,shasttol,,verb,,past participle
6302,mobbing,odgúb,efiva,nerom,shasttol,,verb,,present participle
6303,organ,inash,ethù,baxxe,stama,,noun,singular,
6304,organs,inash,ethù,baxxe,stama,,noun,plural,
6305,organization,stegëth,efe,xaz,jestri,,noun,singular,
6306,organizations,stegëth,efe,xaz,jestri,,noun,plural,
6307,organized,stegëth,efe,xaz,jestri,,adjective,,
6308,organize,stegëth,efe,xaz,jestri,,verb,,present 1st person
6309,organizes,stegëth,efe,xaz,jestri,,verb,,present 3rd person
6310,organized,stegëth,efe,xaz,jestri,,verb,,preterite
6311,organized,stegëth,efe,xaz,jestri,,verb,,past participle
6312,organizing,stegëth,efe,xaz,jestri,,verb,,present participle
6313,mesh,zithis,maÿithe,zugu,upek,,noun,singular,
6314,meshes,zithis,maÿithe,zugu,upek,,noun,plural,
6315,tangle,lerteth,folí,uzông,spibsa,,noun,singular,
6316,tangles,lerteth,folí,uzông,spibsa,,noun,plural,
6317,tangled,lerteth,folí,uzông,spibsa,,adjective,,
6318,tangle,lerteth,folí,uzông,spibsa,,verb,,present 1st person
6319,tangles,lerteth,folí,uzông,spibsa,,verb,,present 3rd person
6320,tangled,lerteth,folí,uzông,spibsa,,verb,,preterite
6321,tangled,lerteth,folí,uzông,spibsa,,verb,,past participle
6322,tangling,lerteth,folí,uzông,spibsa,,verb,,present participle
6323,entanglement,stistmig,nícawe,oxang,spepip,,noun,singular,
6324,entangled,stistmig,nícawe,oxang,spepip,,adjective,,
6325,entangle,stistmig,nícawe,oxang,spepip,,verb,,present 1st person
6326,entangles,stistmig,nícawe,oxang,spepip,,verb,,present 3rd person
6327,entangled,stistmig,nícawe,oxang,spepip,,verb,,preterite
6328,entangled,stistmig,nícawe,oxang,spepip,,verb,,past participle
6329,entangling,stistmig,nícawe,oxang,spepip,,verb,,present participle
6330,puzzle,luslem,cuquimo,agak,necar,,noun,singular,
6331,puzzles,luslem,cuquimo,agak,necar,,noun,plural,
6332,puzzling,luslem,cuquimo,agak,necar,,adjective,,
6333,puzzle,luslem,cuquimo,agak,necar,,verb,,present 1st person
6334,puzzles,luslem,cuquimo,agak,necar,,verb,,present 3rd person
6335,puzzled,luslem,cuquimo,agak,necar,,verb,,preterite
6336,puzzled,luslem,cuquimo,agak,necar,,verb,,past participle
6337,puzzling,luslem,cuquimo,agak,necar,,verb,,present participle
6338,perplexing,sherik,ili,mällu,dencoth,,adjective,,
6339,perplex,sherik,ili,mällu,dencoth,,verb,,present 1st person
6340,perplexes,sherik,ili,mällu,dencoth,,verb,,present 3rd person
6341,perplexed,sherik,ili,mällu,dencoth,,verb,,preterite
6342,perplexed,sherik,ili,mällu,dencoth,,verb,,past participle
6343,perplexing,sherik,ili,mällu,dencoth,,verb,,present participle
6344,quandary,zukthist,nona,nunlod,daslut,,noun,singular,
6345,quandaries,zukthist,nona,nunlod,daslut,,noun,plural,
6346,combination,artob,menadi,bosu,abpa,,noun,singular,
6347,combinations,artob,menadi,bosu,abpa,,noun,plural,
6348,combined,artob,menadi,bosu,abpa,,adjective,,
6349,combine,artob,menadi,bosu,abpa,,verb,,present 1st person
6350,combines,artob,menadi,bosu,abpa,,verb,,present 3rd person
6351,combined,artob,menadi,bosu,abpa,,verb,,preterite
6352,combined,artob,menadi,bosu,abpa,,verb,,past participle
6353,combining,artob,menadi,bosu,abpa,,verb,,present participle
6354,flicker,nëlas,fedí,ngob,eve,,noun,singular,
6355,flickers,nëlas,fedí,ngob,eve,,noun,plural,
6356,flickering,nëlas,fedí,ngob,eve,,adjective,,
6357,flicker,nëlas,fedí,ngob,eve,,verb,,present 1st person
6358,flickers,nëlas,fedí,ngob,eve,,verb,,present 3rd person
6359,flickered,nëlas,fedí,ngob,eve,,verb,,preterite
6360,flickered,nëlas,fedí,ngob,eve,,verb,,past participle
6361,flickering,nëlas,fedí,ngob,eve,,verb,,present participle
6362,brand,zes,thali,uslot,ebbak,,noun,singular,
6363,brands,zes,thali,uslot,ebbak,,noun,plural,
6364,branded,zes,thali,uslot,ebbak,,adjective,,
6365,brand,zes,thali,uslot,ebbak,,verb,,present 1st person
6366,brands,zes,thali,uslot,ebbak,,verb,,present 3rd person
6367,branded,zes,thali,uslot,ebbak,,verb,,preterite
6368,branded,zes,thali,uslot,ebbak,,verb,,past participle
6369,branding,zes,thali,uslot,ebbak,,verb,,present participle
6370,singed,nêcik,watha,stot,thetal,,adjective,,
6371,singe,nêcik,watha,stot,thetal,,verb,,present 1st person
6372,singes,nêcik,watha,stot,thetal,,verb,,present 3rd person
6373,singed,nêcik,watha,stot,thetal,,verb,,preterite
6374,singed,nêcik,watha,stot,thetal,,verb,,past participle
3660,play,stisträs,quathari,osles,stathra,perform,noun,singular,
6376,searing,ûthir,fevu,slodse,adoth,,adjective,,
6377,sear,ûthir,fevu,slodse,adoth,,verb,,present 1st person
6378,sears,ûthir,fevu,slodse,adoth,,verb,,present 3rd person
6379,seared,ûthir,fevu,slodse,adoth,,verb,,preterite
6380,seared,ûthir,fevu,slodse,adoth,,verb,,past participle
6381,searing,ûthir,fevu,slodse,adoth,,verb,,present participle
6382,scorching,othlest,dipí,snumnö,belrok,,adjective,,
6383,scorch,othlest,dipí,snumnö,belrok,,verb,,present 1st person
6384,scorches,othlest,dipí,snumnö,belrok,,verb,,present 3rd person
6385,scorched,othlest,dipí,snumnö,belrok,,verb,,preterite
6386,scorched,othlest,dipí,snumnö,belrok,,verb,,past participle
6387,scorching,othlest,dipí,snumnö,belrok,,verb,,present participle
6388,roasted,ibesh,refe,uspen,stoltad,,adjective,,
6389,roast,ibesh,refe,uspen,stoltad,,verb,,present 1st person
6390,roasts,ibesh,refe,uspen,stoltad,,verb,,present 3rd person
6391,roasted,ibesh,refe,uspen,stoltad,,verb,,preterite
6392,roasted,ibesh,refe,uspen,stoltad,,verb,,past participle
6393,roasting,ibesh,refe,uspen,stoltad,,verb,,present participle
6394,parched,fash,íro,lunguk,nesim,,adjective,,
6395,parch,fash,íro,lunguk,nesim,,verb,,present 1st person
6396,parches,fash,íro,lunguk,nesim,,verb,,present 3rd person
6397,parched,fash,íro,lunguk,nesim,,verb,,preterite
6398,parched,fash,íro,lunguk,nesim,,verb,,past participle
6399,parching,fash,íro,lunguk,nesim,,verb,,present participle
6400,ignition,anist,quala,kustro,streti,,noun,singular,
6401,ignited,anist,quala,kustro,streti,,adjective,,
6402,ignite,anist,quala,kustro,streti,,verb,,present 1st person
6403,ignites,anist,quala,kustro,streti,,verb,,present 3rd person
6404,ignited,anist,quala,kustro,streti,,verb,,preterite
6405,ignited,anist,quala,kustro,streti,,verb,,past participle
6406,igniting,anist,quala,kustro,streti,,verb,,present participle
6407,incineration,òrdir,corape,baxstut,tedaz,,noun,singular,
6408,incinerated,òrdir,corape,baxstut,tedaz,,adjective,,
6409,incinerate,òrdir,corape,baxstut,tedaz,,verb,,present 1st person
6410,incinerates,òrdir,corape,baxstut,tedaz,,verb,,present 3rd person
6411,incinerated,òrdir,corape,baxstut,tedaz,,verb,,preterite
6412,incinerated,òrdir,corape,baxstut,tedaz,,verb,,past participle
6413,incinerating,òrdir,corape,baxstut,tedaz,,verb,,present participle
6414,glow,rab,fone,sad,quemer,,noun,singular,
6415,glows,rab,fone,sad,quemer,,noun,plural,
6416,glowing,rab,fone,sad,quemer,,adjective,,
6417,glow,rab,fone,sad,quemer,,verb,,present 1st person
6418,glows,rab,fone,sad,quemer,,verb,,present 3rd person
6419,glowed,rab,fone,sad,quemer,,verb,,preterite
6420,glowed,rab,fone,sad,quemer,,verb,,past participle
6421,glowing,rab,fone,sad,quemer,,verb,,present participle
6422,cremation,orshet,enafe,ukas,thrimes,,noun,singular,
6423,cremations,orshet,enafe,ukas,thrimes,,noun,plural,
6424,cremated,orshet,enafe,ukas,thrimes,,adjective,,
6425,cremate,orshet,enafe,ukas,thrimes,,verb,,present 1st person
6426,cremates,orshet,enafe,ukas,thrimes,,verb,,present 3rd person
6427,cremated,orshet,enafe,ukas,thrimes,,verb,,preterite
6428,cremated,orshet,enafe,ukas,thrimes,,verb,,past participle
6429,cremating,orshet,enafe,ukas,thrimes,,verb,,present participle
6430,faction,uzlir,anoni,osmrur,ozo,,noun,singular,
6431,factions,uzlir,anoni,osmrur,ozo,,noun,plural,
6432,factional,uzlir,anoni,osmrur,ozo,,adjective,,
6433,crew,ginet,nonu,ezrû,ñesik,,noun,singular,
6434,crews,ginet,nonu,ezrû,ñesik,,noun,plural,
6435,crewed,ginet,nonu,ezrû,ñesik,,adjective,,
6436,crew,ginet,nonu,ezrû,ñesik,,verb,,present 1st person
6437,crews,ginet,nonu,ezrû,ñesik,,verb,,present 3rd person
6438,crewed,ginet,nonu,ezrû,ñesik,,verb,,preterite
6439,crewed,ginet,nonu,ezrû,ñesik,,verb,,past participle
6440,crewing,ginet,nonu,ezrû,ñesik,,verb,,present participle
6441,vessel,eral,careci,ngur,emeg,,noun,singular,
6442,vessels,eral,careci,ngur,emeg,,noun,plural,
6443,league,ilash,cuwo,roso,thaguk,,noun,singular,
6444,leagues,ilash,cuwo,roso,thaguk,,noun,plural,
6445,cooperation,etnàr,lace,oknus,ame,,noun,singular,
6446,cooperative,etnàr,lace,oknus,ame,,adjective,,
6447,cooperate,etnàr,lace,oknus,ame,,verb,,present 1st person
6448,cooperates,etnàr,lace,oknus,ame,,verb,,present 3rd person
6449,cooperated,etnàr,lace,oknus,ame,,verb,,preterite
6450,cooperated,etnàr,lace,oknus,ame,,verb,,past participle
6451,cooperating,etnàr,lace,oknus,ame,,verb,,present participle
6452,group,tomêm,melara,snåd,besti,,noun,singular,
6453,groups,tomêm,melara,snåd,besti,,noun,plural,
6454,group,tomêm,melara,snåd,besti,,verb,,present 1st person
6455,groups,tomêm,melara,snåd,besti,,verb,,present 3rd person
6456,grouped,tomêm,melara,snåd,besti,,verb,,preterite
6457,grouped,tomêm,melara,snåd,besti,,verb,,past participle
6458,grouping,tomêm,melara,snåd,besti,,verb,,present participle
6459,gang,insél,ciya,odot,dotep,,noun,singular,
6460,gangs,insél,ciya,odot,dotep,,noun,plural,
6461,fellowship,riril,diri,xol,dasar,,noun,singular,
6462,fellowships,riril,diri,xol,dasar,,noun,plural,
6463,partner,thimshur,cani,smuksmum,zemel,,noun,singular,
6464,partners,thimshur,cani,smuksmum,zemel,,noun,plural,
6465,partner,thimshur,cani,smuksmum,zemel,,verb,,present 1st person
6466,partners,thimshur,cani,smuksmum,zemel,,verb,,present 3rd person
6467,partnered,thimshur,cani,smuksmum,zemel,,verb,,preterite
6468,partnered,thimshur,cani,smuksmum,zemel,,verb,,past participle
6469,partnering,thimshur,cani,smuksmum,zemel,,verb,,present participle
6470,riddle,nokgol,pife,ngôrdax,pestrat,,noun,singular,
6471,riddles,nokgol,pife,ngôrdax,pestrat,,noun,plural,
3662,play,stisträs,quathari,osles,stathra,perform,verb,,present 1st person
